Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-18,110.45486204344581,112.29967949735102,109.97727514770222,111.2508544921875,13033600,0.0,0.0
2024-07-19,111.05419169379476,111.32576449300953,108.50704017154985,108.69432830810547,16157700,0.0,0.0
2024-07-22,107.86088239525311,108.57259016412705,107.299010849125,107.94515991210938,12065900,0.0,0.0
2024-07-23,107.51440047632566,107.85152486110154,105.9786147877178,106.203369140625,11251700,0.0,0.0
2024-07-24,106.54047379204249,107.87960462206416,105.88495820164758,107.7016830444336,14925200,0.0,0.0
2024-07-25,107.85152046937385,110.5297823368202,107.2802823486859,109.96791076660156,17021700,0.0,0.0
2024-07-26,109.34984791640233,110.52978322454747,109.068915701329,109.874267578125,11252500,0.0,0.0
2024-07-29,109.86490364594397,109.93045521214849,108.04817860458347,108.72242736816406,8861800,0.0,0.0
2024-07-30,108.9658998490953,111.06355696155137,108.84416327619827,110.66088104248047,12483900,0.0,0.0
2024-07-31,112.03747216680888,112.14984933538724,111.026099083357,111.05419158935547,15137700,0.0,0.0
2024-08-01,110.82944044122755,111.89699849857475,108.96589711579995,109.51840209960938,15051500,0.0,0.0
2024-08-02,108.60068763526019,111.3164085677312,108.08563452675227,109.4528579711914,20403800,0.0,0.0
2024-08-05,108.19802604665094,108.65688705761545,106.05354295212308,107.4769515991211,18025900,0.0,0.0
2024-08-06,107.17727398104658,108.28229118836671,106.40938115186377,106.90570831298828,13647800,0.0,0.0
2024-08-07,108.11372902342585,109.67761433413926,107.93580742823603,108.32911682128906,13660700,0.0,0.0
2024-08-08,108.7036928299017,110.60469524434798,108.37593502475309,110.39867401123047,13851000,0.0,0.0
2024-08-09,110.39868013759397,111.72844453203783,109.90236012731455,111.29767608642578,12151900,0.0,0.0
2024-08-12,111.95319395788218,112.53379146382603,110.52041185954234,111.43814086914062,13228900,0.0,0.0
2024-08-13,110.76389195057497,110.97927973581834,110.0334582221064,110.3705825805664,11585100,0.0,0.0
2024-08-14,110.59533395465722,112.2809558107166,110.15519896198701,111.39131927490234,12194500,0.0,0.0
2024-08-15,111.62731631283768,112.93002574132085,111.5045996572175,112.08043670654297,11579400,0.95,0.0
2024-08-16,111.38187671070611,111.84443906696772,111.0703640897211,111.55179595947266,10056000,0.0,0.0
2024-08-19,111.76890780503385,113.75129406195843,111.55178598354182,111.8916244506836,12417500,0.0,0.0
2024-08-20,112.00491315771374,112.00491315771374,108.09677774981472,108.16285705566406,15632000,0.0,0.0
2024-08-21,108.56877636724127,109.09741082142683,107.38878360193117,107.47373962402344,11752400,0.0,0.0
2024-08-22,107.40765979958803,108.56877584398295,107.2755011866786,108.30445861816406,10609500,0.0,0.0
2024-08-23,108.58765128518996,110.18300378215591,108.58765128518996,109.80540466308594,10381400,0.0,0.0
2024-08-26,111.16476283079547,112.2786763131796,110.37180393043678,112.15595245361328,13671000,0.0,0.0
2024-08-27,112.29754477483348,112.72234646947837,110.82491618511388,111.0892333984375,9991600,0.0,0.0
2024-08-28,110.4473220477395,110.99484041545553,109.74876835223186,109.99420166015625,10742900,0.0,0.0
2024-08-29,110.63612314593436,112.13707774753534,109.83372947438633,111.5140380859375,10753900,0.0,0.0
2024-08-30,110.24909143061056,111.41020034714184,109.77709429658215,111.33468627929688,13284700,0.0,0.0
2024-09-03,109.35228686249287,109.58828541722247,107.65310158970242,109.00301361083984,15725100,0.0,0.0
2024-09-04,108.8330901958624,109.64492576921333,107.59646012110635,107.6719741821289,12620600,0.0,0.0
2024-09-05,108.62540797587766,108.82364588572297,106.73741965113686,106.83181762695312,17200800,0.0,0.0
2024-09-06,107.2283041137957,107.7852644700951,105.47248142305179,106.33151245117188,13467700,0.0,0.0
2024-09-09,106.54863190482318,109.64493184350778,106.35039397971155,108.56877899169922,21645300,0.0,0.0
2024-09-10,108.65372774113216,108.93692887353296,103.9998361857582,104.61343383789062,20913400,0.0,0.0
2024-09-11,104.57567425211444,104.73615153443052,101.7342497498113,103.57504272460938,19571900,0.0,0.0
2024-09-12,103.74496660605926,105.09487863378732,103.6128079909338,105.00048065185547,15919500,0.0,0.0
2024-09-13,105.22702748140078,106.1710216173034,104.71726978376093,104.9249496459961,10035400,0.0,0.0
2024-09-16,105.77455817973761,106.75630585804672,105.43471967489809,106.39759063720703,11729000,0.0,0.0
2024-09-17,106.02942568650951,107.9646166304558,105.84062973192627,107.7852554321289,12202600,0.0,0.0
2024-09-18,107.71917862977385,109.15404664340414,107.43597748921715,108.16285705566406,12569900,0.0,0.0
2024-09-19,109.65437658386233,110.99484670315448,108.7387010002838,109.50333404541016,12660600,0.0,0.0
