Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-18,206.93535744424173,207.90462688521032,200.8030160361709,201.51316833496094,12415100,0.0,0.0
2024-07-19,202.68399960778325,203.787638142558,200.49593484279177,201.32125854492188,8095900,0.0,0.0
2024-07-22,201.97385135034514,203.6148926358178,201.25409280392114,201.8011016845703,7663200,0.0,0.0
2024-07-23,202.5112554797567,202.95269915898984,200.9085949784075,201.8490753173828,5557300,0.0,0.0
2024-07-24,201.10054238495405,203.4805398970385,199.6802229423339,200.1792449951172,7119000,0.0,0.0
2024-07-25,200.23679904485417,201.71471129291234,199.66100105914288,200.25599670410156,6403800,0.0,0.0
2024-07-26,200.8030488593653,204.56498521561846,200.20803848586095,203.6820831298828,8027800,0.0,0.0
2024-07-29,204.07553810374966,204.99683550482567,202.06022291940437,202.34812927246094,6533600,0.0,0.0
2024-07-30,204.63214713164874,207.08892060425245,204.37304460068856,206.51312255859375,8850700,0.0,0.0
2024-07-31,206.11967157338827,207.6647539782896,204.0947500942136,204.21951293945312,9071600,0.0,0.0
2024-08-01,204.60338069812147,205.20798262459832,198.0583832642799,199.57467651367188,10918600,0.0,0.0
2024-08-02,195.65918547882615,196.41732477251182,188.95102995336836,191.1103057861328,18041700,0.0,0.0
2024-08-05,186.22551176510183,188.2600243620043,183.20251739365065,187.04122924804688,13927000,0.0,0.0
2024-08-06,187.52107494379788,194.4307682439227,186.1775316040648,192.2618865966797,10605800,0.0,0.0
2024-08-07,195.30407255531497,197.4537566355557,192.12754058739833,192.31947326660156,9204400,0.0,0.0
2024-08-08,194.30603966721048,196.6476567379348,193.65345089893853,195.83192443847656,7761200,0.0,0.0
2024-08-09,195.26570304351597,198.14473732678184,194.71867950080318,197.5017547607422,5540200,0.0,0.0
2024-08-12,198.08715268440758,198.78771357086882,195.44803800867777,197.8760223388672,6936000,0.0,0.0
2024-08-13,199.3538963680999,199.69938101569318,197.1178449883329,199.55543518066406,6387800,0.0,0.0
2024-08-14,199.36353061795853,202.26174789086065,198.76852024775556,201.76272583007812,6999800,0.0,0.0
2024-08-15,204.41142772567014,205.26554061728052,202.58804526064463,203.0198974609375,7001000,0.0,0.0
2024-08-16,203.15423577226989,205.45745708775618,203.0582621159896,205.34230041503906,7931200,0.0,0.0
2024-08-19,205.37108886847773,206.83939501460688,205.1983538600032,206.7626190185547,6090800,0.0,0.0
2024-08-20,206.33077379457382,207.290451812223,205.0639917823852,205.87013244628906,5640000,0.0,0.0
2024-08-21,205.78375651861572,206.33078003410972,204.25787193885594,205.94691467285156,5202300,0.0,0.0
2024-08-22,205.92772233240674,208.05820882254338,205.6973943235858,207.8950653076172,5247100,0.0,0.0
2024-08-23,208.825930548005,210.35181499430405,207.7702789315898,209.50729370117188,7214000,0.0,0.0
2024-08-26,210.17908959536388,210.82207214735465,209.25780684522277,210.3326416015625,5105200,0.0,0.0
2024-08-27,210.65891263842738,211.53222313341251,210.3518232928703,211.30189514160156,5185200,0.0,0.0
2024-08-28,210.40940501408693,213.25005838467985,210.35182667608916,212.3671417236328,6506400,0.0,0.0
2024-08-29,213.19246805291826,213.98900257334432,210.1119097835547,213.25006103515625,6416100,0.0,0.0
2024-08-30,213.5283638010213,216.38820025870874,212.981340289583,215.73562622070312,8574100,0.0,0.0
2024-09-03,213.33645529562187,215.06387889126577,210.39984250479048,211.41709899902344,8956100,0.0,0.0
2024-09-04,212.12723207920712,213.1157139537024,208.45167799328414,210.48619079589844,7389500,0.0,0.0
2024-09-05,211.27309900776237,211.89689847369655,207.31923046160043,208.85472106933594,8067900,0.0,0.0
2024-09-06,208.8259326693763,209.9199649722642,202.57841969666674,203.8931884765625,7777000,0.0,0.0
2024-09-09,206.51312105129102,209.35375986693387,205.54383685302398,208.0677947998047,8935100,0.0,0.0
2024-09-10,209.78563367537953,209.82401435534237,192.52101978319223,197.27142333984375,28406900,0.0,0.0
2024-09-11,196.97392597392317,199.32513434186177,193.69182869664772,198.87408447265625,13658700,0.0,0.0
2024-09-12,199.27712034695296,200.36156111576474,196.62841447812514,198.26947021484375,9054400,0.0,0.0
2024-09-13,198.5190120847975,199.4690986741892,194.833851700199,196.08143615722656,10226700,0.0,0.0
2024-09-16,197.53055327809923,199.8145919368192,197.30022525287094,199.47869873046875,8634900,0.0,0.0
2024-09-17,199.35392255393126,201.46521139164926,199.28675270326914,200.81263732910156,7573300,0.0,0.0
2024-09-18,200.58229137057424,202.81834284396587,198.3654375571648,199.16197204589844,8259900,0.0,0.0
2024-09-19,201.32127025220836,203.36538928713296,198.97965334983056,201.9930419921875,11635200,0.0,0.0
2024-09-20,201.46520015567114,202.89512568030523,201.05254563504943,202.57843017578125,20885000,0.0,0.0
2024-09-23,202.49207645675105,203.25982185543435,201.52280686007273,202.91433715820312,7223500,0.0,0.0
2024-09-24,202.63602786120398,204.36345139466172,201.88748010395994,203.05828857421875,7323200,0.0,0.0
2024-09-25,203.14466326540543,203.68209532865095,200.19845896675733,201.71475219726562,8976500,0.0,0.0
2024-09-26,202.61682975945425,203.16383862893971,200.582302352154,201.32125854492188,7807500,0.0,0.0
2024-09-27,202.1561834046356,203.87401538274102,200.88941594295318,202.01223754882812,7032500,0.0,0.0
2024-09-30,197.99118871746668,202.4537007192819,196.9835237723132,202.35772705078125,8663800,0.0,0.0
2024-10-01,200.47674374625123,200.6590849232253,197.87602436679808,198.69174194335938,8540100,0.0,0.0
2024-10-02,198.73011645099774,200.5247095749859,197.39616465396708,198.931640625,5810900,0.0,0.0
2024-10-03,197.85681157736644,198.16391556637382,196.10059907948147,196.9547119140625,7251300,0.0,0.0
2024-10-04,202.09150201972523,204.37987213930614,199.78381659479555,203.94537353515625,10211700,1.25,0.0
2024-10-07,203.76190602752735,205.98269458084312,202.46806055788844,203.66534423828125,6718900,0.0,0.0
2024-10-08,203.32740337902976,204.05157258412177,201.20317665741186,203.49154663085938,6021800,0.0,0.0
2024-10-09,202.47771475974207,206.86136077091666,202.16874354804747,206.06959533691406,7024000,0.0,0.0
2024-10-10,207.41171960680364,207.41171960680364,204.18675618891916,205.5095672607422,7927100,0.0,0.0
2024-10-11,208.24209865254014,216.89351339672228,207.74966888805528,214.63409423828125,18320700,0.0,0.0
2024-10-14,215.51276767760157,215.99554718168815,211.34156042358927,213.8520050048828,9048900,0.0,0.0
2024-10-15,215.95691583331498,217.68525985149523,214.18029092153253,214.73065185546875,9235800,0.0,0.0
2024-10-16,214.67274209136121,215.97623794909032,213.42716268516796,215.9376220703125,6382500,0.0,0.0
2024-10-17,216.54590691604216,218.0714918044211,215.61896385393163,216.69073486328125,6470200,0.0,0.0
2024-10-18,217.2507648690765,218.13907733966104,215.4162087479307,217.60801696777344,7000500,0.0,0.0
2024-10-21,217.46318311378727,217.92664727427885,215.22307932710135,215.31964111328125,5870000,0.0,0.0
2024-10-22,215.3389560319398,217.521113903058,213.48508466002997,216.40106201171875,9586800,0.0,0.0
2024-10-23,215.95692013506684,217.05765675812557,214.86583379761672,215.7155303955078,6180500,0.0,0.0
2024-10-24,214.18995560232,217.3087070595921,214.02581233964898,217.23146057128906,6002200,0.0,0.0
2024-10-25,217.2507524036145,217.84939420670585,213.2726544520225,214.6533966064453,6369700,0.0,0.0
2024-10-28,215.65760510182318,217.868728693903,215.27137266803004,217.73355102539062,6843000,0.0,0.0
2024-10-29,217.45355245759362,218.94050685947278,215.13620197943288,215.2230987548828,6580000,0.0,0.0
2024-10-30,214.8754708901479,218.5156320645097,213.94854259777935,216.6810760498047,7110900,0.0,0.0
2024-10-31,216.96110835965536,217.91701709128074,214.18030840692387,214.27685546875,7829900,0.0,0.0
2024-11-01,215.86036059570225,218.36115478761525,215.0299792936343,215.26171875,6923500,0.0,0.0
2024-11-04,214.9817056480971,216.05347672838175,211.62156445041862,212.21055603027344,8229600,0.0,0.0
2024-11-05,212.45195638290622,214.31549300886095,212.42299079009578,213.86167907714844,5600700,0.0,0.0
2024-11-06,226.90635614480942,239.45862265494782,226.68428170878914,238.55099487304688,23987800,0.0,0.0
2024-11-07,236.07918035167899,236.1467765550335,227.11879382619438,228.2388458251953,16451100,0.0,0.0
2024-11-08,231.09688077350958,231.09688077350958,227.65949319123993,228.8181610107422,9502100,0.0,0.0
2024-11-11,231.734152593889,233.76183232238978,230.7685936247478,231.04859924316406,9017100,0.0,0.0
2024-11-12,232.265204302032,233.1438664671285,230.53684556117094,231.30929565429688,6861000,0.0,0.0
2024-11-13,232.29417630585863,235.68328295062503,232.03347126141182,232.8542022705078,11472600,0.0,0.0
2024-11-14,234.07080953881766,235.87640014281013,232.7479984317867,233.5397491455078,10172200,0.0,0.0
2024-11-15,233.14388893789499,237.93305345699474,233.14388893789499,236.8612823486328,11518800,0.0,0.0
2024-11-18,239.22691457028856,239.39105784741582,234.32187263051287,236.5909423828125,9051400,0.0,0.0
2024-11-19,233.90666165823853,236.70677679200912,233.2307733224933,234.7177276611328,6792700,0.0,0.0
2024-11-20,235.9826082126915,236.1853820806055,230.42099380614764,232.48728942871094,9015300,0.0,0.0
2024-11-21,234.85289619986844,237.0350688275059,233.77147490470944,236.3302001953125,8783500,0.0,0.0
2024-11-22,235.219821387118,240.5690116009233,234.65979541625032,239.98968505859375,7997300,0.0,0.0
2024-11-25,240.99385046333052,245.55128980408418,240.48210540768852,241.66973876953125,10295400,0.0,0.0
2024-11-26,241.86285831172583,242.3552880551951,239.78689780117762,241.3607635498047,6212100,0.0,0.0
2024-11-27,240.76214760817405,242.53877266956593,240.20212160840157,241.18698120117188,5472300,0.0,0.0
2024-11-29,241.25456243074825,243.09878358106323,240.8586797210085,241.119384765625,5494800,0.0,0.0
2024-12-02,240.95523784835137,241.63112616369568,236.5909072884335,237.76889038085938,8899700,0.0,0.0
2024-12-03,239.68071342355267,240.46281387900356,236.20470976229734,236.38816833496094,6657700,0.0,0.0
2024-12-04,236.2722736572103,236.89989581875426,233.8873418565162,235.0170440673828,7346300,0.0,0.0
2024-12-05,236.93852436784667,238.66686850941545,236.19503980642355,237.02542114257812,6572500,0.0,0.0
2024-12-06,237.23783629630563,239.20758484833834,236.4074549916763,238.84066772460938,5519700,0.0,0.0
2024-12-09,238.6186117125457,239.33311597717812,235.3646677094542,235.41294860839844,7076500,0.0,0.0
2024-12-10,235.49017580217017,239.42000786865495,233.87769409575165,234.4956512451172,9108300,0.0,0.0
2024-12-11,235.59637673776825,235.85708177176627,233.8390524294808,235.14256286621094,7884400,0.0,0.0
2024-12-12,234.63082916006218,235.692949917877,232.73832710066324,233.21145629882812,6113800,0.0,0.0
2024-12-13,233.73288448883088,234.36049197314819,230.90378883302319,231.67623901367188,10392700,0.0,0.0
2024-12-16,232.32313781366128,232.38106899290696,229.33956421642742,231.32861328125,9032000,0.0,0.0
2024-12-17,230.43067093666943,230.7879378185902,228.4802521828059,230.15066528320312,8083600,0.0,0.0
2024-12-18,230.7685845656322,230.8361807627836,221.62474030815744,222.43580627441406,11322400,0.0,0.0
2024-12-19,224.27037697069503,228.21950946148152,224.27037697069503,224.93661499023438,11790800,0.0,0.0
2024-12-20,223.93244155838863,230.97137492047273,223.61380532033132,229.4168243408203,32348400,0.0,0.0
2024-12-23,227.93952196997523,230.4016856524641,226.79050439374112,230.1796112060547,8611500,0.0,0.0
2024-12-24,231.18378496668848,234.13840789117347,230.8361978696138,233.964599609375,3729100,0.0,0.0
2024-12-26,233.11489415476902,234.88186883103566,232.4969370056862,234.76600646972656,4451800,0.0,0.0
2024-12-27,234.3604804730654,235.0074032318014,231.77277470486047,232.86386108398438,5730200,0.0,0.0
2024-12-30,230.54651531283838,232.54521468407714,228.94368391501692,231.07757568359375,5723800,0.0,0.0
2024-12-31,231.78243385290807,233.12456023279114,230.79755957752477,231.4541473388672,4871000,0.0,0.0
2025-01-02,232.62245857695913,234.90117826978482,231.20308575332456,231.73414611816406,9220900,0.0,0.0
2025-01-03,235.49019093770127,236.446099680159,231.98520694861776,234.9011993408203,9491100,0.0,0.0
2025-01-06,236.52199744283416,238.45338882592614,233.4938994273639,233.75595092773438,9917800,1.25,0.0
2025-01-07,235.00793797890452,238.03603585964578,233.8044559653357,236.00759887695312,8753400,0.0,0.0
2025-01-08,235.5999684129956,237.05578696137664,233.41624059042408,235.96878051757812,8675300,0.0,0.0
