Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-06-12,309.1959106236751,312.07661786551057,304.87484976092185,310.03131103515625,258913,0.0,0.0,0.0
2024-06-13,310.15613278143417,321.65976707926274,310.15613278143417,318.2125244140625,571874,0.0,0.0,0.0
2024-06-14,322.5240091723978,326.9602939344875,316.877817910076,321.16046142578125,283340,0.0,0.0,0.0
2024-06-20,316.8777899805083,328.3622010728444,316.8777899805083,324.06036376953125,221355,0.0,0.0,0.0
2024-06-21,326.29769872973566,327.92049944613717,315.06292904758163,317.6363830566406,413567,0.0,0.0,0.0
2024-06-24,317.9820647962913,321.79420192046587,315.4470576381075,316.7913818359375,497287,0.0,0.0,0.0
2024-06-25,318.6926514854293,324.5500660133658,318.6542338509707,323.44580078125,359452,0.0,0.0,0.0
2024-06-26,322.75445535334467,328.30461715584187,322.7064552845349,323.7146911621094,265174,0.0,0.0,0.0
2024-06-27,324.55970312187,326.47056300259237,318.31817036952634,318.9039001464844,151427,0.0,0.0,0.0
2024-06-28,317.93407594787243,321.5829602284514,317.93407594787243,319.48004150390625,156302,0.0,0.0,0.0
2024-07-01,320.7187336210816,322.1590872151882,315.4374371093572,316.06158447265625,251278,0.0,0.0,0.0
2024-07-02,316.0712067255189,320.23862641332994,316.0712067255189,317.1274719238281,991298,0.0,0.0,0.0
2024-07-03,319.6624758087186,320.0945936185149,316.8777979902245,317.732421875,290312,0.0,0.0,0.0
2024-07-04,318.0781000458443,320.19063046966363,315.90795781992716,317.17547607421875,315784,0.0,0.0,0.0
2024-07-05,317.17545974527246,319.2783783257889,312.07661039362824,314.75567626953125,332743,0.0,0.0,0.0
2024-07-08,314.9573447122317,316.6857574432923,313.2865437852684,314.0835266113281,56393,0.0,0.0,0.0
2024-07-09,314.9573447122317,316.39769842280595,313.03687309813273,314.0835266113281,190989,0.0,0.0,0.0
2024-07-10,315.907975975461,316.3688997228032,312.0766443954172,312.23028564453125,220517,0.0,0.0,0.0
2024-07-11,313.99709701015547,313.99709701015547,310.50182473895114,312.9984436035156,96615,0.0,0.0,0.0
2024-07-12,312.0766321353665,313.997103717738,309.09989532187655,313.065673828125,149778,0.0,0.0,0.0
2024-07-15,318.1548990865529,322.6392129459917,317.0218279312074,321.2756652832031,739891,0.0,0.0,0.0
2024-07-16,321.2756652832031,321.2756652832031,321.2756652832031,321.2756652832031,0,0.0,0.0,0.0
2024-07-17,321.2756652832031,321.2756652832031,321.2756652832031,321.2756652832031,0,0.0,0.0,0.0
