Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-08-28,120.16283416748047,120.36578577336523,117.94010635130485,118.8388635954571,1937900,0.0,0.0
2025-08-29,120.62671661376953,121.41916871321493,119.88258773150855,120.09519071709185,1738000,0.0,0.0
2025-09-02,121.86371612548828,121.88304836188777,119.38972072868076,120.29814413917197,2224900,0.0,0.0
2025-09-03,116.5291519165039,121.55445648729064,115.90098700188375,120.71368860175517,2658300,0.0,0.0
2025-09-04,117.514892578125,118.15272366716451,115.77536732027596,116.3358768363886,1689700,0.0,0.0
2025-09-05,113.96817016601562,116.5194794079306,113.10807009288223,115.88165578399528,3711200,0.0,0.0
2025-09-08,113.69758605957031,114.44171490321818,112.16099778451027,113.89086417210324,2550500,0.0,0.0
2025-09-09,113.36900329589844,115.72703458546196,113.32068745478821,114.4030566711749,2359000,0.0,0.0
2025-09-10,116.21990966796875,116.24890064882773,113.43665753610354,113.79423017056892,2128100,0.0,0.0
2025-09-11,115.96863555908203,116.35519915222976,114.55768471121701,115.07954445600335,2283100,0.0,0.0
2025-09-12,114.1904525756836,116.95436492112209,114.00683321124359,116.71276359868513,1967200,0.0,0.0
2025-09-15,113.59127807617188,114.30641592256025,112.89546509132386,114.03582362247207,2179700,0.0,0.0
2025-09-16,116.78041076660156,117.30227050378073,114.36439756100566,114.93458051153162,2717700,0.0,0.0
2025-09-17,115.81401062011719,117.13798856980672,114.7509662371319,115.91065705109654,2851200,0.0,0.0
2025-09-18,114.34507751464844,116.10393490746513,113.78456065780561,115.96863875210136,2911400,0.0,0.0
2025-09-19,112.10301971435547,114.44171887333806,111.6198170431729,114.44171887333806,6830300,0.0,0.0
2025-09-22,111.5328369140625,112.32528894881135,111.1269410928792,111.78409697826268,2930000,0.0,0.0
2025-09-23,111.78410339355469,115.10854010723553,111.61981625605218,112.24798119877734,3838100,0.0,0.0
2025-09-24,112.77948760986328,114.64465000229367,112.13199787405196,112.74083788890489,3793300,0.0,0.0
2025-09-25,113.3593521118164,114.14213809702926,112.21899348772115,112.69253005147195,3810000,0.0,0.0
2025-09-26,113.36900329589844,115.19550872163829,112.76017061168092,112.76017061168092,4251700,0.0,0.0
2025-09-29,109.54203796386719,112.64419805481384,109.37775083438261,112.25764183792946,5446800,0.0,0.0
2025-09-30,108.35336303710938,108.82689956154589,107.29031132682124,108.28571496218987,7130000,0.0,0.0
2025-10-01,107.53191375732422,108.17941090747782,106.73946171162386,107.80251343288175,4107800,0.0,0.0
2025-10-02,106.69115447998047,109.51305639500151,106.58484929927664,107.3676352907431,4427500,0.0,0.0
2025-10-03,107.10670471191406,107.65755545621417,106.47853977151524,106.68148400645869,4788700,0.0,0.0
2025-10-06,106.73945617675781,107.76385074838855,106.68147422154571,106.92307553237865,3362100,0.0,0.0
2025-10-07,106.73945617675781,106.86509357716655,105.21254149583966,106.64281712704201,3571700,0.0,0.0
2025-10-08,106.78778839111328,106.99073262455214,105.66675467525579,106.66215835319994,4190000,0.0,0.0
2025-10-09,108.16007232666016,108.64327494503132,106.38189023013595,107.65754484771234,4612100,0.0,0.0
2025-10-10,104.43942260742188,107.95713738136259,104.41043162752422,107.16468531411412,4434200,0.0,0.0
2025-10-13,106.03399658203125,106.28526403844447,104.48774949081084,105.98567336511373,4453700,0.0,0.0
2025-10-14,105.45414733886719,106.73946076419243,103.91755910192522,103.97554105962926,3101500,0.0,0.0
2025-10-15,104.98060607910156,106.41088918080813,104.31379142948464,105.80205649035248,2764600,0.0,0.0
2025-10-16,103.64697265625,105.71507949283072,101.6658387611379,105.17389486212552,4392000,0.0,0.0
2025-10-17,103.63721466064453,104.39824742279889,102.40785003661234,103.95919235044288,6667700,1.02,0.0
2025-10-20,103.81283569335938,104.41775533911348,103.20790860372304,103.89089224245096,3635300,0.0,0.0
2025-10-21,103.46159362792969,104.62266065872966,103.43232428158727,104.20311599209558,4254000,0.0,0.0
2025-10-22,103.6274642944336,104.47631260753624,103.08108328032597,104.40801498077279,5151000,0.0,0.0
2025-10-23,105.45198822021484,106.34961622197866,104.63240932530002,105.86177394573106,4603500,0.0,0.0
2025-10-24,103.79331970214844,105.68615011033269,103.73478101121732,105.37393135222953,3133200,0.0,0.0
2025-10-27,104.18360137939453,105.081229433327,103.78357456044145,104.47630973970777,3795500,0.0,0.0
2025-10-28,103.32498931884766,104.19334792228672,103.06155033710928,104.16407857851176,3064900,0.0,0.0
2025-10-29,103.42256927490234,104.39825389070332,103.12010942604657,103.12010942604657,3740600,0.0,0.0
2025-10-30,102.89569091796875,103.82259569930547,102.38833823137823,103.00301681311177,3698700,0.0,0.0
2025-10-31,103.2664566040039,104.07627662510654,102.65177797322397,102.9835146148311,3965100,0.0,0.0
2025-11-03,103.0713119506836,103.41280004342144,101.37362297258534,103.33475093928288,3749700,0.0,0.0
2025-11-04,102.7005615234375,102.92496480946141,101.44192751525135,101.47119686178641,4758700,0.0,0.0
2025-11-05,102.63226318359375,103.91040759925103,102.20295958705677,102.50541942431732,3636000,0.0,0.0
2025-11-06,102.44688415527344,104.00797804410104,102.27126062753766,103.0030240857896,6018300,0.0,0.0
2025-11-07,102.84691619873047,104.03724514559688,100.98335505887972,103.64697726472667,7053600,0.0,0.0
2025-11-10,103.97870635986328,104.42752037757141,101.86147258810449,103.33475840189341,4811000,0.0,0.0
2025-11-11,106.68135070800781,107.97901301396372,104.66168388154675,104.6812017421425,5666800,0.0,0.0
2025-11-12,106.09593963623047,106.95454683469144,105.6568845507503,105.9495854597762,3397000,0.0,0.0
2025-11-13,106.58377838134766,107.83265341694688,106.11545396493915,106.71062213719853,3077600,0.0,0.0
2025-11-14,107.71558380126953,107.92047667870669,105.81299432126804,106.7886789436638,3721200,0.0,0.0
2025-11-17,106.81795501708984,108.41807719155109,105.98861713852251,107.84241939738847,3410800,0.0,0.0
2025-11-18,106.90576171875,107.09114417547659,105.2471008701823,106.00813366996942,2720900,0.0,0.0
2025-11-19,104.4860610961914,104.83730815057712,103.49086607135379,104.68120248411836,3337700,0.0,0.0
2025-11-20,103.49085998535156,106.9350252579805,103.19815164261588,104.93487639556128,3833500,0.0,0.0
2025-11-21,104.36898040771484,105.22758015580054,102.68104281395385,103.22743123899255,3794200,0.0,0.0
2025-11-24,103.99821472167969,104.44703617440327,101.92000926780817,103.76405250921533,4095200,0.0,0.0
2025-11-25,102.90544891357422,103.46158879977509,102.06635961946313,102.99325694850383,3170700,0.0,0.0
2025-11-26,103.61770629882812,104.32995936483121,102.90546067670813,103.03229700073253,2650300,0.0,0.0
2025-11-28,105.22757720947266,105.8129864505891,103.35426466034714,103.5298881770703,1530700,0.0,0.0
2025-12-01,107.04235076904297,107.43262607665932,105.27636412083486,105.5495546030016,4119500,0.0,0.0
2025-12-02,106.40815734863281,106.9838151185999,105.43247277380542,106.8277020135639,3638300,0.0,0.0
2025-12-03,108.798583984375,109.14983101055576,107.03258992388781,107.35456760520054,3922100,0.0,0.0
2025-12-04,109.43278503417969,109.95964815179596,108.57417784778939,109.00348144098454,3533600,0.0,0.0
2025-12-05,109.44253540039062,111.47196107342324,109.09128836298565,109.09128836298565,3128800,0.0,0.0
2025-12-08,107.93022918701172,109.58888996883555,107.39359969907211,108.33025598757195,4161900,0.0,0.0
2025-12-09,106.73013305664062,108.51563758184538,106.62280715989833,107.32530123170888,3083300,0.0,0.0
2025-12-10,108.72053527832031,108.86688945710031,104.98366147370028,106.66184017676112,4705800,0.0,0.0
2025-12-11,106.84722900390625,109.01325013613433,106.5447616980233,108.14488394196269,3403800,0.0,0.0
2025-12-12,105.3836898803711,107.79363189961491,105.10074046881186,107.67654707431657,3438600,0.0,0.0
2025-12-15,103.35426330566406,105.74468744384207,102.25174245861436,105.55931244364574,5005900,0.0,0.0
2025-12-16,99.30516815185547,102.89568744334022,99.21736011909395,102.60298655691977,4435000,0.0,0.0
2025-12-17,102.19319915771484,102.46638964463675,99.40274070892828,99.52958446634378,5374600,0.0,0.0
2025-12-18,100.114990234375,101.67608399384125,99.63690689888769,101.67608399384125,3928100,0.0,0.0
2025-12-19,99.45153045654297,100.64186684616834,99.11979382545725,99.90034447422616,9611500,0.0,0.0
2025-12-22,100.9052963256836,101.68584695833013,100.31012814316418,100.62234690744629,2969000,0.0,0.0
2025-12-23,101.46144104003906,101.54925652621722,100.73943650915172,101.1784916083939,2334800,0.0,0.0
2025-12-24,101.34435272216797,102.32978871756272,100.98334677371079,101.36386313705768,1647600,0.0,0.0
2025-12-26,100.98335266113281,101.7639032921052,100.55404906970975,101.1882455268895,2224900,0.0,0.0
2025-12-29,102.09563446044922,102.52493806023462,101.50046626761315,101.77365676061017,3053000,0.0,0.0
2025-12-30,103.09083557128906,103.32499778455613,102.67129090708254,102.76885787562027,2819700,0.0,0.0
2025-12-31,102.4566421508789,103.2957315041961,102.06636682126208,103.1103490477545,2377400,0.0,0.0
2026-01-02,104.66167449951172,105.2470911627827,101.79316709134156,102.44687392892779,3799600,0.0,0.0
2026-01-05,103.61770629882812,104.86658889701731,99.79302427779496,103.73479113600048,5158500,0.0,0.0
2026-01-06,102.44688415527344,104.51533821039678,101.75414897472753,103.94943934948338,3766500,0.0,0.0
2026-01-07,100.05644989013672,102.93471622893807,99.92960613922979,102.0956269513717,3104300,0.0,0.0
2026-01-08,103.00302124023438,104.22262697029487,100.00766986496109,100.00766986496109,4383000,0.0,0.0
2026-01-09,102.36882781982422,103.86162408684457,102.16393494433936,103.3542713633415,2502200,0.0,0.0
2026-01-12,102.87617492675781,103.94942637613761,101.81267496267537,102.9054442704137,3249500,0.0,0.0
